CIF,Client Type,Name,Country,Transit,Address1,Address2,Address3,Address4,Email Address,Box Link,Telephone Contact,Risk Rating,Case Status,Current Case Status,Business Documents Outstanding,Entity Self-Certification Form Outstanding,UBOID Outstanding,UBO-Proof of Address Outstanding,UBO in order,ROS officer,File Review Date,1st Notice Date,1st Notice Type,2nd Notice Date,2nd Notice Type,3rd Notice Date,3rd Notice Type,Notification Expiry date,Refresh date (Last KYC),Next KYC Refresh date,Restraint date,Exception date,Exception expiry date,Updates to ICN,Updates on Core,Portfolio
813219119,Personal,David Haynes PhD,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,david.haynes.phd@example.com,https://box.com/v/client-docs-5854,674-742-7685,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,YES,Vanessa Phillips,2022-07-03,2022-06-13,EMAIL,2022-06-23,PHONE CALL,2022-07-03,PHONE CALL,2022-07-18,2022-06-03,2025-06-02,,,,NO,YES,Business Clients
826280685,Personal,Brent Ortega,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,brent.ortega@example.com,https://box.com/v/client-docs-5855,465-808-6821x6135,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,YES,NO,YES,Caitlin Craig,2021-11-01,2021-10-12,EMAIL,2021-10-22,EMAIL,2021-11-01,LETTER,2021-11-16,2021-10-02,2024-10-01,,,,NO,NO,Business Clients
824162680,Personal,Brittany Bell,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,brittany.bell@example.com,https://box.com/v/client-docs-5856,543-397-4808,MEDIUM,Out Of Order,Out Of Order,YES,NO,NO,NO,NO,Monique Alexander,2021-09-29,2021-09-09,LETTER,2021-09-19,LETTER,2021-09-29,PHONE CALL,2021-10-14,2021-08-30,2024-08-29,,2021-11-08,2021-11-28,NO,NO,Premier Clients - Retail
804724511,Business,Andrew Austin,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,andrew.austin@example.com,https://box.com/v/client-docs-5857,+1-843-451-7929x68772,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,NO,NO,Kimberly Cisneros,2022-02-14,2022-01-25,EMAIL,2022-02-04,LETTER,2022-02-14,EMAIL,2022-03-01,2022-01-15,2025-01-14,,,,NO,NO,Premier Clients - Retail
803121285,Business,Kelly Phillips,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,kelly.phillips@example.com,https://box.com/v/client-docs-5858,766.277.2864,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,NO,YES,NO,YES,NO,Miranda Schultz,2022-11-19,2022-10-30,PHONE CALL,2022-11-09,EMAIL,2022-11-19,EMAIL,2022-12-04,2022-10-20,2025-10-19,,,,NO,NO,Premier Clients - Retail
810437014,Personal,Samantha Martin,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,samantha.martin@example.com,https://box.com/v/client-docs-5859,926-813-2241x1883,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,NO,NO,Gerald Thomas,2022-12-31,2022-12-11,PHONE CALL,2022-12-21,PHONE CALL,2022-12-31,PHONE CALL,2023-01-15,2022-12-01,2025-11-30,,,,YES,NO,Private Wealth
818382028,Business,James Martin,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,james.martin@example.com,https://box.com/v/client-docs-5860,088-764-7494x6595,STANDARD,Due for Restrain,Due for Restrain,YES,YES,NO,YES,NO,Christine Williams,2022-03-20,2022-02-28,EMAIL,2022-03-10,LETTER,2022-03-20,EMAIL,2022-04-04,2022-02-18,2025-02-17,2022-04-19,,,YES,NO,Premier Clients - Retail
819805903,Business,Lindsey Huff,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,lindsey.huff@example.com,https://box.com/v/client-docs-5861,887-138-1118x44923,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,YES,Gabriel Flores,2023-10-10,2023-09-20,LETTER,2023-09-30,LETTER,2023-10-10,PHONE CALL,2023-10-25,2023-09-10,2026-09-09,,2023-11-19,2023-12-09,NO,YES,Private Wealth
841646091,Business,Kayla Costa,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,kayla.costa@example.com,https://box.com/v/client-docs-5862,(341)301-6725x073,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,YES,Christina Fletcher,2021-08-06,2021-07-17,LETTER,2021-07-27,EMAIL,2021-08-06,EMAIL,2021-08-21,2021-07-07,2024-07-06,,,,NO,NO,Private Wealth
820839858,Business,Jessica Stein,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,jessica.stein@example.com,https://box.com/v/client-docs-5863,001-562-387-0703x3692,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,YES,YES,NO,NO,Megan Baker,2022-09-14,2022-08-25,PHONE CALL,2022-09-04,LETTER,2022-09-14,PHONE CALL,2022-09-29,2022-08-15,2025-08-14,,,,NO,YES,Private Wealth
818485336,Personal,Nichole West,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,nichole.west@example.com,https://box.com/v/client-docs-5864,(865)018-8505,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,NO,Derrick Levy,2021-12-21,2021-12-01,EMAIL,2021-12-11,PHONE CALL,2021-12-21,EMAIL,2022-01-05,2021-11-21,2024-11-20,,,,NO,YES,Premier Clients - Retail
830297977,Business,Damon Thompson,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,damon.thompson@example.com,https://box.com/v/client-docs-5865,001-280-937-5141x0587,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,NO,YES,Derek Perkins,2021-03-29,2021-03-09,EMAIL,2021-03-19,PHONE CALL,2021-03-29,EMAIL,2021-04-13,2021-02-27,2024-02-27,,,,YES,NO,Premier Clients - Retail
813571616,Personal,Tara Young,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,tara.young@example.com,https://box.com/v/client-docs-5866,001-892-656-2319x3992,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,YES,NO,Andrea Blair,2023-05-28,2023-05-08,EMAIL,2023-05-18,PHONE CALL,2023-05-28,EMAIL,2023-06-12,2023-04-28,2026-04-27,2023-06-27,,,NO,NO,Business Clients
846839337,Personal,Michael Miller,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,michael.miller@example.com,https://box.com/v/client-docs-5867,001-150-684-9821x495,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,NO,YES,Cody Esparza,2021-02-24,2021-02-04,PHONE CALL,2021-02-14,PHONE CALL,2021-02-24,LETTER,2021-03-11,2021-01-25,2024-01-25,2021-03-26,,,YES,YES,Premier Clients - Retail
828640917,Personal,Rebecca Cross,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,rebecca.cross@example.com,https://box.com/v/client-docs-5868,(266)919-8626,STANDARD,Due for Restrain,Due for Restrain,YES,YES,NO,YES,NO,Gary Craig,2022-08-29,2022-08-09,PHONE CALL,2022-08-19,PHONE CALL,2022-08-29,LETTER,2022-09-13,2022-07-30,2025-07-29,2022-09-28,,,YES,NO,Private Wealth
806894281,Personal,Christopher Rivera,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,christopher.rivera@example.com,https://box.com/v/client-docs-5869,001-093-488-2718x4670,STANDARD,Due for Restrain,Due for Restrain,YES,NO,YES,YES,NO,Sharon Thomas,2021-08-28,2021-08-08,EMAIL,2021-08-18,EMAIL,2021-08-28,EMAIL,2021-09-12,2021-07-29,2024-07-28,2021-09-27,,,NO,YES,Private Wealth
847574387,Business,Larry Ramsey,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,larry.ramsey@example.com,https://box.com/v/client-docs-5870,401-216-1060x6558,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,NO,YES,YES,Kelly Blair,2021-10-13,2021-09-23,PHONE CALL,2021-10-03,EMAIL,2021-10-13,EMAIL,2021-10-28,2021-09-13,2024-09-12,,,,YES,YES,Premier Clients - Retail
826088404,Personal,Aaron Webster,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,aaron.webster@example.com,https://box.com/v/client-docs-5871,001-422-181-3410,STANDARD,Due for Restrain,Due for Restrain,NO,NO,NO,YES,NO,Kyle Johnson,2021-04-02,2021-03-13,EMAIL,2021-03-23,LETTER,2021-04-02,PHONE CALL,2021-04-17,2021-03-03,2024-03-02,2021-05-02,,,YES,YES,Private Wealth
853357750,Personal,Carolyn Reid,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,carolyn.reid@example.com,https://box.com/v/client-docs-5872,001-624-527-6106x50872,STANDARD,Pending Compliance Approval,Pending Compliance Approval,NO,NO,YES,NO,NO,Sherry Smith,2023-07-10,2023-06-20,EMAIL,2023-06-30,LETTER,2023-07-10,EMAIL,2023-07-25,2023-06-10,2026-06-09,,,,NO,YES,Private Wealth
853267908,Business,Christine Whitaker,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,christine.whitaker@example.com,https://box.com/v/client-docs-5873,+1-344-729-9923x353,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,YES,Dennis Meyer,2021-06-16,2021-05-27,EMAIL,2021-06-06,EMAIL,2021-06-16,EMAIL,2021-07-01,2021-05-17,2024-05-16,,,,YES,NO,Business Clients
803816213,Business,Robert Mccarthy,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,robert.mccarthy@example.com,https://box.com/v/client-docs-5874,(256)483-6843,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,YES,YES,Benjamin Patterson,2022-11-05,2022-10-16,PHONE CALL,2022-10-26,PHONE CALL,2022-11-05,PHONE CALL,2022-11-20,2022-10-06,2025-10-05,,2022-12-15,2023-01-04,NO,NO,Business Clients
832145337,Business,Matthew Martinez,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,matthew.martinez@example.com,https://box.com/v/client-docs-5875,510-551-7757x525,MEDIUM,Out Of Order,Out Of Order,NO,NO,YES,NO,YES,Jeffrey Fuller,2021-09-04,2021-08-15,EMAIL,2021-08-25,LETTER,2021-09-04,PHONE CALL,2021-09-19,2021-08-05,2024-08-04,,2021-10-14,2021-11-03,NO,YES,Private Wealth
843855951,Personal,Chris Jackson,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,chris.jackson@example.com,https://box.com/v/client-docs-5876,+1-810-733-6733x39122,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,YES,YES,NO,Carrie Reyes,2022-06-06,2022-05-17,EMAIL,2022-05-27,EMAIL,2022-06-06,EMAIL,2022-06-21,2022-05-07,2025-05-06,,,,NO,NO,Private Wealth
827223030,Business,Bryan Stephens,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,bryan.stephens@example.com,https://box.com/v/client-docs-5877,007-179-1707,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,NO,YES,Nicole Fowler,2021-08-01,2021-07-12,EMAIL,2021-07-22,PHONE CALL,2021-08-01,PHONE CALL,2021-08-16,2021-07-02,2024-07-01,,,,YES,YES,Private Wealth
808297459,Personal,Michelle Castro,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,michelle.castro@example.com,https://box.com/v/client-docs-5878,001-028-897-7797x67505,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,YES,NO,NO,YES,Terry Morris,2023-11-27,2023-11-07,PHONE CALL,2023-11-17,LETTER,2023-11-27,PHONE CALL,2023-12-12,2023-10-28,2026-10-27,,,,YES,YES,Premier Clients - Retail
826368221,Personal,Lawrence Preston,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,lawrence.preston@example.com,https://box.com/v/client-docs-5879,450.363.5324x3845,MEDIUM,Out Of Order,Out Of Order,YES,YES,NO,NO,NO,Brandon Carey,2023-03-06,2023-02-14,EMAIL,2023-02-24,EMAIL,2023-03-06,LETTER,2023-03-21,2023-02-04,2026-02-03,,2023-04-15,2023-05-05,YES,NO,Private Wealth
804394575,Business,Kaitlin Arias,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,kaitlin.arias@example.com,https://box.com/v/client-docs-5880,+1-395-483-2492x3679,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,NO,Tiffany Martin,2021-04-27,2021-04-07,LETTER,2021-04-17,EMAIL,2021-04-27,EMAIL,2021-05-12,2021-03-28,2024-03-27,,,,YES,NO,Private Wealth
823509930,Business,Jeremy Vargas,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,jeremy.vargas@example.com,https://box.com/v/client-docs-5881,001-414-627-6028,STANDARD,Out Of Order,Out Of Order,YES,YES,YES,NO,YES,Melanie Gonzalez,2022-12-24,2022-12-04,EMAIL,2022-12-14,PHONE CALL,2022-12-24,LETTER,2023-01-08,2022-11-24,2025-11-23,,2023-02-02,2023-02-22,YES,YES,Private Wealth
813069968,Business,Tracy Mclaughlin,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,tracy.mclaughlin@example.com,https://box.com/v/client-docs-5882,001-381-778-1703x14518,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,NO,NO,YES,Theresa Simmons,2023-06-12,2023-05-23,LETTER,2023-06-02,EMAIL,2023-06-12,EMAIL,2023-06-27,2023-05-13,2026-05-12,,,,YES,YES,Business Clients
831535933,Personal,Troy Salazar,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,troy.salazar@example.com,https://box.com/v/client-docs-5883,132.562.9289x2371,MEDIUM,Out Of Order,Out Of Order,YES,YES,YES,YES,YES,Amanda Smith,2021-05-13,2021-04-23,PHONE CALL,2021-05-03,EMAIL,2021-05-13,LETTER,2021-05-28,2021-04-13,2024-04-12,,2021-06-22,2021-07-12,YES,NO,Business Clients
857462692,Personal,Sarah Rivers,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,sarah.rivers@example.com,https://box.com/v/client-docs-5884,925-839-1807x3209,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,YES,Stephanie Holland,2021-12-02,2021-11-12,PHONE CALL,2021-11-22,LETTER,2021-12-02,LETTER,2021-12-17,2021-11-02,2024-11-01,,,,NO,YES,Business Clients
826032870,Personal,Wyatt Benitez,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,wyatt.benitez@example.com,https://box.com/v/client-docs-5885,+1-466-061-2405,STANDARD,Out Of Order,Out Of Order,NO,YES,NO,NO,YES,John Johnson,2022-07-07,2022-06-17,PHONE CALL,2022-06-27,EMAIL,2022-07-07,PHONE CALL,2022-07-22,2022-06-07,2025-06-06,,2022-08-16,2022-09-05,NO,NO,Private Wealth
808513788,Business,Eric Harris,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,eric.harris@example.com,https://box.com/v/client-docs-5886,6546396097,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,NO,NO,Brooke Holland,2021-05-15,2021-04-25,PHONE CALL,2021-05-05,EMAIL,2021-05-15,LETTER,2021-05-30,2021-04-15,2024-04-14,,,,NO,NO,Private Wealth
811049080,Business,Catherine Collins,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,catherine.collins@example.com,https://box.com/v/client-docs-5887,(785)125-9007,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,YES,Amber Schultz,2021-09-14,2021-08-25,LETTER,2021-09-04,EMAIL,2021-09-14,EMAIL,2021-09-29,2021-08-15,2024-08-14,,2021-10-24,2021-11-13,YES,YES,Premier Clients - Retail
832600335,Business,Timothy Miller,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,timothy.miller@example.com,https://box.com/v/client-docs-5888,628.053.2438,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,YES,Earl Garrett,2021-09-20,2021-08-31,LETTER,2021-09-10,PHONE CALL,2021-09-20,PHONE CALL,2021-10-05,2021-08-21,2024-08-20,,2021-10-30,2021-11-19,YES,YES,Premier Clients - Retail
811984490,Business,Mark Garcia,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,mark.garcia@example.com,https://box.com/v/client-docs-5889,(861)767-0439x1324,MEDIUM,Due for Restrain,Due for Restrain,YES,NO,NO,NO,YES,Michelle Simmons,2023-11-01,2023-10-12,EMAIL,2023-10-22,LETTER,2023-11-01,PHONE CALL,2023-11-16,2023-10-02,2026-10-01,2023-12-01,,,YES,YES,Premier Clients - Retail
815508018,Business,Sandra Hunter,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,sandra.hunter@example.com,https://box.com/v/client-docs-5890,994.899.5454x879,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,NO,NO,Miranda Walker,2022-04-06,2022-03-17,PHONE CALL,2022-03-27,LETTER,2022-04-06,PHONE CALL,2022-04-21,2022-03-07,2025-03-06,,2022-05-16,2022-06-05,YES,NO,Business Clients
842458531,Personal,Emily Jennings,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,emily.jennings@example.com,https://box.com/v/client-docs-5891,247-887-4958,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,NO,Jeremiah Garrett,2024-01-01,2023-12-12,PHONE CALL,2023-12-22,EMAIL,2024-01-01,LETTER,2024-01-16,2023-12-02,2026-12-01,,,,YES,YES,Private Wealth
856702615,Business,Benjamin Mitchell,Trinidad and Tobago,05342,Apt 3B,Southern Main Road,"Curepe, Tunapuna",Trinidad and Tobago,benjamin.mitchell@example.com,https://box.com/v/client-docs-5892,+1-115-184-0635x08786,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,YES,YES,Jessica Cortez,2021-05-26,2021-05-06,LETTER,2021-05-16,PHONE CALL,2021-05-26,EMAIL,2021-06-10,2021-04-26,2024-04-25,,,,NO,YES,Private Wealth
820067504,Personal,Scott Bailey,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,scott.bailey@example.com,https://box.com/v/client-docs-5893,+1-555-705-9339x3093,MEDIUM,Out Of Order,Out Of Order,NO,YES,NO,NO,NO,Jason Griffin,2022-05-24,2022-05-04,EMAIL,2022-05-14,PHONE CALL,2022-05-24,LETTER,2022-06-08,2022-04-24,2025-04-23,,2022-07-03,2022-07-23,NO,NO,Business Clients
847212136,Business,Cynthia Mccann,Barbados,09488,Lot 14,Grazettes Industrial Park,"Bridgetown, St. Michael",Barbados,cynthia.mccann@example.com,https://box.com/v/client-docs-5894,001-294-036-8346x91627,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,NO,NO,Andrew Harris,2023-01-30,2023-01-10,EMAIL,2023-01-20,EMAIL,2023-01-30,EMAIL,2023-02-14,2022-12-31,2025-12-30,2023-03-01,,,NO,YES,Business Clients
844990291,Personal,Christopher Smith,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,christopher.smith@example.com,https://box.com/v/client-docs-5895,001-967-145-2732x61941,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,YES,YES,YES,Charles Hamilton,2021-05-17,2021-04-27,EMAIL,2021-05-07,LETTER,2021-05-17,EMAIL,2021-06-01,2021-04-17,2024-04-16,,,,YES,YES,Private Wealth
853571056,Personal,Trevor Clark,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,trevor.clark@example.com,https://box.com/v/client-docs-5896,527-062-4336x5333,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,NO,YES,YES,Megan Shannon,2021-05-12,2021-04-22,LETTER,2021-05-02,LETTER,2021-05-12,EMAIL,2021-05-27,2021-04-12,2024-04-11,,,,YES,YES,Private Wealth
825015848,Personal,Linda Morales,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,linda.morales@example.com,https://box.com/v/client-docs-5897,(146)213-9362x169,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,YES,NO,NO,Jacob Rios,2022-06-16,2022-05-27,LETTER,2022-06-06,EMAIL,2022-06-16,PHONE CALL,2022-07-01,2022-05-17,2025-05-16,2022-07-16,,,YES,YES,Premier Clients - Retail
857734519,Personal,Phillip Li,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,phillip.li@example.com,https://box.com/v/client-docs-5898,001-334-826-4524x0057,STANDARD,Due for Restrain,Due for Restrain,YES,NO,YES,YES,YES,Melody Henry,2021-06-30,2021-06-10,PHONE CALL,2021-06-20,PHONE CALL,2021-06-30,PHONE CALL,2021-07-15,2021-05-31,2024-05-30,2021-07-30,,,NO,NO,Business Clients
849260064,Business,Karen Nguyen,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,karen.nguyen@example.com,https://box.com/v/client-docs-5899,079.515.2709x823,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,YES,YES,YES,Alexandria Noble,2022-09-01,2022-08-12,PHONE CALL,2022-08-22,LETTER,2022-09-01,PHONE CALL,2022-09-16,2022-08-02,2025-08-01,2022-10-01,,,YES,NO,Premier Clients - Retail
809280345,Business,Justin Le,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,justin.le@example.com,https://box.com/v/client-docs-5900,+1-775-760-1886x7826,STANDARD,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,NO,YES,Jake Conway,2022-11-29,2022-11-09,PHONE CALL,2022-11-19,LETTER,2022-11-29,PHONE CALL,2022-12-14,2022-10-30,2025-10-29,,,,YES,YES,Private Wealth
824988073,Personal,Jordan Farmer,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,jordan.farmer@example.com,https://box.com/v/client-docs-5901,(093)971-1477x668,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,YES,NO,Gloria Green,2022-08-23,2022-08-03,EMAIL,2022-08-13,PHONE CALL,2022-08-23,PHONE CALL,2022-09-07,2022-07-24,2025-07-23,,2022-10-02,2022-10-22,YES,YES,Private Wealth
832865470,Personal,Casey Mcdonald,Bahamas,05625,#9,East Street,"Nassau, New Providence",The Bahamas,casey.mcdonald@example.com,https://box.com/v/client-docs-5902,(214)443-8747,STANDARD,Out Of Order,Out Of Order,NO,YES,YES,YES,YES,Mark Mays,2023-06-16,2023-05-27,PHONE CALL,2023-06-06,LETTER,2023-06-16,LETTER,2023-07-01,2023-05-17,2026-05-16,,2023-07-26,2023-08-15,NO,YES,Private Wealth
857202085,Personal,Cassandra Torres,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,cassandra.torres@example.com,https://box.com/v/client-docs-5903,+1-129-932-8999x8149,STANDARD,Out Of Order,Out Of Order,YES,NO,YES,NO,NO,Christopher Thomas,2021-05-31,2021-05-11,LETTER,2021-05-21,EMAIL,2021-05-31,PHONE CALL,2021-06-15,2021-05-01,2024-04-30,,2021-07-10,2021-07-30,YES,YES,Business Clients
813489827,Business,Mr. William Smith,Barbados,09488,#5,Dayrells Road,"Oistins, Christ Church",Barbados,mr..william.smith@example.com,https://box.com/v/client-docs-5904,176-841-5170x0069,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,YES,YES,NO,NO,Melissa Simmons,2022-05-06,2022-04-16,LETTER,2022-04-26,PHONE CALL,2022-05-06,PHONE CALL,2022-05-21,2022-04-06,2025-04-05,,,,YES,NO,Business Clients
815690994,Personal,Alex Molina,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,alex.molina@example.com,https://box.com/v/client-docs-5905,101-672-2216x6548,MEDIUM,Due for Restrain,Due for Restrain,NO,YES,NO,YES,NO,Jared Nelson,2023-06-07,2023-05-18,PHONE CALL,2023-05-28,EMAIL,2023-06-07,EMAIL,2023-06-22,2023-05-08,2026-05-07,2023-07-07,,,YES,NO,Premier Clients - Retail
824398293,Personal,Thomas Weaver,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,thomas.weaver@example.com,https://box.com/v/client-docs-5906,+1-596-684-9270x5622,MEDIUM,Due for Restrain,Due for Restrain,YES,YES,NO,NO,NO,Edward Johnson,2021-11-20,2021-10-31,PHONE CALL,2021-11-10,EMAIL,2021-11-20,LETTER,2021-12-05,2021-10-21,2024-10-20,2021-12-20,,,YES,NO,Premier Clients - Retail
802743253,Business,Melissa Diaz,Curacao,AN0806100,Kaya Seru Grandi 15,,Willemstad,Curacao,melissa.diaz@example.com,https://box.com/v/client-docs-5907,001-835-257-8906x625,STANDARD,Pending Compliance Approval,Pending Compliance Approval,YES,YES,YES,NO,YES,Taylor Rivera,2022-01-04,2021-12-15,LETTER,2021-12-25,EMAIL,2022-01-04,PHONE CALL,2022-01-19,2021-12-05,2024-12-04,,,,YES,YES,Business Clients
815029863,Personal,Matthew Donovan,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,matthew.donovan@example.com,https://box.com/v/client-docs-5908,001-430-866-9341x74279,MEDIUM,Pending Compliance Approval,Pending Compliance Approval,YES,NO,YES,YES,YES,Michael Kelly Jr.,2023-10-29,2023-10-09,PHONE CALL,2023-10-19,LETTER,2023-10-29,LETTER,2023-11-13,2023-09-29,2026-09-28,,,,YES,YES,Premier Clients - Retail
802956841,Personal,Stephanie Mcdaniel,Trinidad and Tobago,05342,Unit 2,O’Meara Road,Arima,Trinidad and Tobago,stephanie.mcdaniel@example.com,https://box.com/v/client-docs-5909,001-278-629-1581x474,STANDARD,Due for Restrain,Due for Restrain,YES,YES,YES,NO,NO,Joe Webb,2022-08-31,2022-08-11,EMAIL,2022-08-21,LETTER,2022-08-31,LETTER,2022-09-15,2022-08-01,2025-07-31,2022-09-30,,,NO,NO,Business Clients
859662019,Business,Ryan Bell,Bahamas,05625,#22,Queens Highway,"George Town, Exuma",The Bahamas,ryan.bell@example.com,https://box.com/v/client-docs-5910,101.010.0716,STANDARD,Refresh Coming Due,Refresh Coming Due,YES,NO,YES,YES,NO,Walter Jones,2022-10-07,2022-09-17,PHONE CALL,2022-09-27,LETTER,2022-10-07,EMAIL,2022-10-22,2022-09-07,2025-09-06,,,,YES,NO,Premier Clients - Retail
837112278,Personal,William Lindsey,Trinidad and Tobago,05342,Lot 12,La Seiva Road,"Maraval, Port of Spain",Trinidad and Tobago,william.lindsey@example.com,https://box.com/v/client-docs-5911,771.133.2042x870,MEDIUM,Refresh Coming Due,Refresh Coming Due,NO,NO,NO,YES,YES,James Rios,2021-11-26,2021-11-06,LETTER,2021-11-16,EMAIL,2021-11-26,PHONE CALL,2021-12-11,2021-10-27,2024-10-26,,,,NO,YES,Business Clients
815064755,Personal,David Hernandez,Curacao,AN0806100,Saliña Abouweg 3,,Santa Maria,Curacao,david.hernandez@example.com,https://box.com/v/client-docs-5912,(205)256-2296x51539,MEDIUM,Due for Restrain,Due for Restrain,NO,NO,NO,YES,YES,Mr. Jason Davis,2023-05-01,2023-04-11,PHONE CALL,2023-04-21,LETTER,2023-05-01,LETTER,2023-05-16,2023-04-01,2026-03-31,2023-05-31,,,NO,YES,Private Wealth
